ID	国名2文字	国名	地方	都道府県	緯度	経度	遺跡	Site Name	標本番号	性別	年齢	使用部位	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)	年代	年代補足	mtDNA	Y	Y新	文献1	文献2	文献3
55	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		木箱3人骨 2-1(猪目 3-2-1)	女性		左側頭骨	587.5					1385-1340(1σ), 1400-1315(2σ)年代分析番号(1) SNIIM-3-2-1/炭素14年代 1593±18-較正年代 (cal)1 σ(68.2%)AD 565-610-2 σ(95.4%) AD 550-635					[14]	[15]	
56	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		木箱3人骨 2-2(猪目 3-2-2)	男性		左側頭骨	787.5					1230-1095(1σ), 1240-1070(2σ)年代分析番号(1) SNIIM-3-2-2/炭素14年代1306±19-較正年代 (cal)1 σ(68.2%) AD 720-855-2 σ(95.4%) AD 705-880			O1b2a1a1		[14]	[15]	
57	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		木箱3人骨 3-1(猪目 3-3-1)			右側頭骨	369.1666667					未分析					[14]		
58	JP	日本	中国地方	島根県	35.44323951	132.7081765	猪目洞窟遺跡		木箱1人骨 1-1 (猪目 1-1-1)			左下顎第 1 大臼歯	369.1666667					未分析					[14]		
77	JP	日本	中国地方	岡山県	35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳1号主体No.1	男性	壮年後半〜熟年前半	下顎右第二大臼歯	300	古墳時代				炭素14年代 1769±18-較正年代 (cal)1 σ(68.2%) AD 255-345-2 σ(95.4%)AD 250-380					[21]	[22]	
78	JP	日本	中国地方	岡山県	35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳1号主体No.2	女性	壮年	上顎右第一大臼歯	412.5	古墳時代				炭素14年代1645±18-較正年代 (cal)1 σ(68.2%) AD 395-430-2 σ(95.4%)AD 355-535					[21]	[22]	
79	JP	日本	中国地方	岡山県	35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳2号主体No.1	女性	熟年後半	下顎左第二大臼歯	359.1666667	古墳時代				炭素14年代測定不可					[21]	[22]	
80	JP	日本	中国地方	岡山県	35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳2号主体No.2	不明	11歳前後	上顎右第一大臼歯	365	古墳時代				炭素14年代 1703±19-較正年代 (cal)1 σ(68.2%)AD 340-390-2 σ(95.4%)AD 260-405					[21]	[22]	
81	JP	日本	中国地方	岡山県	34.780277	133.581666	赤羽根古墳群		赤羽根古墳群6号主体	男性	壮年	上顎右第三大臼歯	308.3333333	3 世紀中ごろから 4 世紀後半									[21]		
82	JP	日本	中国地方	岡山県	34.780277	133.581666	赤羽根古墳群		赤羽根古墳群7-1	男性	壮年	下顎右第三大臼歯	322.5	3 世紀中ごろから 4 世紀後半				炭素14年代 1746±18-較正年代 (cal)1 σ(68.2%)AD 260-385-2 σ(95.4%)AD 250-395					[21]	[22]	
83	JP	日本	中国地方	岡山県	34.780277	133.581666	赤羽根古墳群		赤羽根古墳群7-2	女性	熟年	上顎左第二大臼歯	317.5	3 世紀中ごろから 4 世紀後半				炭素14年代1774±18-較正年代 (cal)1 σ(68.2%)AD 255-380-2 σ(95.4%) AD 245-395					[21]	[22]	
84	JP	日本	中国地方	岡山県	34.780277	133.581666	赤羽根古墳群		赤羽根古墳群8号主体	男性	壮年前半	上顎右第三大臼歯	285	3 世紀中ごろから 4 世紀後半				炭素14年代 1801±17-較正年代(cal)1 σ(68.2%)AD 240-330-2 σ(95.4%)AD 220-380					[21]	[22]	
85	JP	日本	中国地方	岡山県	34.76215887	134.0398086	中島第1号墳		中島第1号墳No.1	男性	壮年期	下顎左第一大臼歯	335.5	古墳時代				炭素14年代測定不可					[21]	[22]	
86	JP	日本	中国地方	岡山県	34.76215887	134.0398086	中島第1号墳		中島第1号墳No.2	女性	壮年期前半	上顎右第三大臼歯	335.5	古墳時代				炭素14年代測定不可					[21]	[22]	
87	JP	日本	中国地方	岡山県	34.62154801	133.7126263	勝負砂古墳		勝負砂古墳			下顎右第一大臼歯	472.5	5 世紀後半				炭素14年代 1671±27-較正年代 (cal)1 σ(68.2%)AD 410-535-2 σ(95.4%)AD 395-540					[21]	[22]	
88	JP	日本	中国地方	岡山県	34.700854	133.864194	飯盛山東1号墳		飯盛山東1号墳	女性	50歳代	下顎右第二大臼歯	365	石棺の形態から前期				炭素14年代1735±18-較正年代 (cal)1 σ(68.2%)AD 330-400-2 σ(95.4%)AD 255-415					[21]	[22]	
89	JP	日本	中国地方	岡山県	34.672564	133.68691	狩谷遺跡		5号	女性	熟年〜老年	遊離歯	325	古墳時代				炭素14年代 測定不可					[21]		
90	JP	日本	中国地方	岡山県	34.672564	133.68691	狩谷遺跡		6号墓男性	男性		左大腿骨	325	古墳時代				炭素14年代-較正年代 (cal)1 σ(68.2%)-2 σ(95.4%)					[21]		
91	JP	日本	中国地方	岡山県	34.672564	133.68691	狩谷遺跡		6号墓女性	女性		下顎左第二大臼歯	325	古墳時代				炭素14年代1745±18-較正年代 (cal)1 σ(68.2%)AD 265-385-2 σ(95.4%)AD 255-400					[21]		
386	JP	日本	中国地方	岡山県	34.5894	133.7748	船倉貝塚		JpFu1	女性			-3584	5478-5590; 5534						M7a1	-		[48]		
377	JP	日本	中国地方	山口県	34.29360034	130.8858467	土井ヶ浜遺跡	Doigahama	DH_S01				-322	(2272ybpとするデータ有) Middle Yayoi 弥生時代						D4b2b1			[52]	[53]	[56]
378	JP	日本	中国地方	山口県	34.29360034	130.8858467	土井ヶ浜遺跡	Doigahama	DH_A				-322	2,306-2,238 cal BP Middle Yayoi 弥生時代 (2272ybpとするデータ有)						D4b2b1			[52]	[53]	[56]
114	JP	日本	四国地方	香川県	34.30832241	134.1041818	高松茶臼山古墳		後円部第 I 主体部西群出土人骨( 茶臼山1)			側頭骨	297.5	古墳時代前期					炭素14年代 1782±20-較正年代(cal)1δ (68.2%)AD255-340-2δ (95.4%)AD250-380				[31]	[32]	[33]
115	JP	日本	四国地方	香川県	34.30832241	134.1041818	高松茶臼山古墳		前方部第 III 主体部出土人骨(茶臼山3)	男性		側頭骨	460	古墳時代前期					炭素14年代 1697±20-較正年代(cal)1δ (68.2%) AD395-525-2δ (95.4%)AD350-525		C1a1	C-M8	[31]	[34]	[33]
381	JP	日本	四国地方	愛媛県	33.61783829	132.96033	上黒岩岩陰遺跡		JpKa6904	女性			-6868.5	8646-8991; 8819						N9b3	-		[48]		
389	JP	日本	四国地方	愛媛県	32.96289114	132.5647245	平城貝塚		JpHi01	女性			-1817.5	3685-3850; 3768						M7a1a	-		[48]		
120	JP	日本	九州地方	福岡県	33.493472	130.424083	安徳台遺跡		安徳台 2号 ANT2				-121	弥生時代中期				炭素14年代 2071±39					[36]	[32]	[37]
121	JP	日本	九州地方	福岡県	33.493472	130.424083	安徳台遺跡		安徳台 3号 ANT3				-42.5	弥生時代中期				炭素14年代2048±19-較正年代(cal) 1δ (68.2%)100BC-AD15-2δ (95.4%) 155BC-AD95					[36]	[32]	[37]
122	JP	日本	九州地方	福岡県	33.493472	130.424083	安徳台遺跡		安徳台 5号 ANT5	女性			-35	弥生時代中期				炭素14年代1985±20					[36]	[32]	[37]
123	JP	日本	九州地方	福岡県	33.493472	130.424083	安徳台遺跡		安徳台 8号 ANT8				-100	弥生時代中期				炭素14年代2090±17-較正年代(cal) 1δ (68.2%)150-50BC-2δ (95.4%) 175BC-AD10					[36]	[32]	[37]
124	JP	日本	九州地方	福岡県	33.493472	130.424083	安徳台遺跡		安徳台 10号 ANT10				-137	弥生時代中期				炭素14年代 2087±50					[36]	[32]	[37]
901	JP	日本	九州地方	福岡県	33.397	130.62	隈·西小田(Kuma-Nishioda)		YAK001					相当于周代				n/a	弥生時代	-	-		[98]		
902	JP	日本	九州地方	福岡県	33.397	130.62	隈·西小田(Kuma-Nishioda)		YAK002					相当于周代				n/a	弥生時代	-	-		[98]		
903	JP	日本	九州地方	福岡県	33.397	130.62	隈·西小田(Kuma-Nishioda)		YAK003					相当于周代				n/a	弥生時代	M7a1	O1b2		[98]		
904	JP	日本	九州地方	福岡県	33.397	130.62	隈·西小田(Kuma-Nishioda)		YAK004					相当于周代				n/a	弥生時代	-	n/a		[98]		
905	JP	日本	九州地方	福岡県	33.397	130.62	隈·西小田(Kuma-Nishioda)		YAK005					相当于周代				n/a	弥生時代	-	-		[98]		
906	JP	日本	九州地方	福岡県	33.397	130.62	隈·西小田(Kuma-Nishioda)		YAK006^					相当于周代				n/a	弥生時代	-	-		[98]		
44	JP	日本	九州地方	佐賀県	33.54216351	129.9131573	大友遺跡		大友5次8号	女性	熟年		-680	弥生時代早期				炭素14年代2630±45-較正年代 (cal)1 σ(68.2%)780-580 BC-2 σ(95.4%)800-520 BC-較正年代 (cal BP)1 σ(68.2%)2730-2530-2 σ(95.4%) 2750-2470					[9]	[10]	
370	JP	日本	九州地方	佐賀県	33.29629717	130.3102324	東名遺跡(貝塚)	Higashimyou shell midden	Higa002				-5913	(7863ybpとするデータ有) Initial Jomon 縄文時代						N9a2a			[52]	[53]	[56]
371	JP	日本	九州地方	佐賀県	33.29629717	130.3102324	東名遺跡(貝塚)	Higashimyou shell midden	Higa006				-5913	7,934-7,792 cal BP Initial Jomon 縄文時代 (7863ybpとするデータ有)						M7a1a			[52]	[53]	[56]
372	JP	日本	九州地方	佐賀県	33.29629717	130.3102324	東名遺跡(貝塚)	Higashimyou shell midden	Higa020				-5913	(7863ybpとするデータ有) Initial Jomon 縄文時代						M80’D			[52]	[53]	[56]
379	JP	日本	九州地方	佐賀県	33.31620289	130.3737228	佐賀県花浦	Hanaura	HN_SJ001				-322	(2272ybpとするデータ有) Middle Yayoi 弥生時代						B4b1a1a			[52]	[53]	[56]
380	JP	日本	九州地方	佐賀県	33.31620289	130.3737228	佐賀県花浦	Hanaura	HN_SJ002				-322	(2272ybpとするデータ有) Middle Yayoi 弥生時代						D4b2a1			[52]	[53]	[56]
41	JP	日本	九州地方	長崎県	33.20574526	129.6760548	下本山岩陰		下本山 2号	女性	成人(30-50歳)	右・上顎・第 3 大臼歯	-16	(2850ybpとするデータ有) 弥生後期				—	較正年代(cal BP,1σ)*1 *1: 海部ら．2017	M7a1a4			[4]	[5]	[6]
42	JP	日本	九州地方	長崎県	33.20574526	129.6760548	下本山岩陰		下本山 3号	男性	成人(50歳以上)	左・上顎・第 1 大臼歯	-16	(2850ybpとするデータ有) 弥生後期				2001-1931	較正年代(cal BP,1σ)*1 *1: 海部ら．2017	D4a1 (D4a1*とするデータ有)	O		[4]	[5]	[6]
373	JP	日本	九州地方	熊本県	32.67992504	130.6408927	轟貝塚	Todoroki shell midden	Todo5				-4202	6,210-6,094 cal BP Early Jomon 縄文時代						M7a1a			[52]	[53]	[56]
440	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		1			省略	-827.5	縄文	2910±26	2710-2845 BP	2545-2930 BP			M7a1a6			[62]	[63]	
441	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		2			省略	-1565	縄文	3481±27	3450-3580 BP	3390-3680 BP			M7a1a1			[62]	[63]	
442	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		3			省略	-915	縄文	2959±26	2790-2940 BP	2755-3005 BP			M7a1a1			[62]	[63]	
443	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		4			省略	-1595	縄文	3581±27	3455-3635 BP	3370-3725 BP			N9b*			[62]	[63]	
444	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		5			省略	-1465	縄文	3439±27	3340-3490 BP	3250-3570 BP			M7a1a			[62]	[63]	
445	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		6			省略	-1087.5	縄文	3136±27	2935-3140 BP	2845-3215 BP			M7a1a9			[62]	[63]	
446	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		7			省略	-1397.5	縄文	3399±28	3255-3440 BP	3155-3500 BP			N9b*			[62]	[63]	
447	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		8			省略	-1420	縄文	3428±26	3270-3470 BP	3215-3555 BP			M7a1a			[62]	[63]	
448	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		9			省略	-1755	縄文	3704±28	3590-3820 BP	3490-3880 BP			N9b*			[62]	[63]	
449	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		10			省略	-1757.5	縄文	3674±26	3595-3820 BP	3500-3865 BP			M7a1a			[62]	[63]	
450	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		11			省略	-1100	縄文	3133±25	2955-3145 BP	2860-3215 BP			N9b*			[62]	[63]	
451	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		12			省略	-1462.5	縄文	3353±26	3370-3455 BP	3270-3550 BP			M7a1a1			[62]	[63]	
452	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		13			省略	-1657.5	縄文	3591±26	3515-3700 BP	3460-3820 BP			M7a1*			[62]	[63]	
453	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		15			省略	-1472.5	縄文	3440±25	3355-3490 BP	3260-3575 BP			M7a1a			[62]	[63]	
454	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		16			省略	-1027.5	縄文	3073±26	2885-3070 BP	2840-3170 BP			M7a1a3			[62]	[63]	
455	JP	日本	九州地方	熊本県	32.595806	130.509361	浜ノ洲貝塚		21			省略	-2020	縄文	3767±27	3875-4065 BP	3840-4085 BP			M7a1a6			[62]	[63]	
456	JP	日本	九州地方	熊本県	32.54874666	130.1190839	沖ノ原遺跡		1			省略	-1087.5	縄文	3012±26	2965-3110 BP	2945-3170 BP			M7a1a2			[62]	[63]	
457	JP	日本	九州地方	熊本県	32.54874666	130.1190839	沖ノ原遺跡		2			省略	-1781.25	縄文	測定不可								[62]	[63]	
458	JP	日本	九州地方	熊本県	32.54874666	130.1190839	沖ノ原遺跡		4			省略	-1781.25	縄文						M7a1a			[62]		
459	JP	日本	九州地方	熊本県	32.54874666	130.1190839	沖ノ原遺跡		OK1			省略	-2475	縄文	4234±28	4315-4535 BP	4235-4640 BP						[62]	[63]	
460	JP	日本	九州地方	熊本県	32.88636243	130.5916412	尾田遺跡					省略	-1575	縄文	3465±26	3465-3585 BP	3445-3690 BP			M7a1a6			[62]	[63]	
461	JP	日本	九州地方	熊本県	32.60667333	130.7142555	大坪貝塚		3号	男性		省略	107.5	弥生後期	1949±21	AD 60-155	AD 25-205			C5b1	C1a1	C-M8	[62]		[64]
462	JP	日本	九州地方	熊本県	32.60667333	130.7142555	大坪貝塚		13号	男性		省略	112.5	cal AD 65-160(1σ)，cal AD 25-210 (2σ)，弥生後期	1941±22	AD 65-160	AD 25-210			M7a1a2	D1b1c2		[62]		[64]
463	JP	日本	九州地方	熊本県	32.60667333	130.7142555	大坪貝塚		14号	男性		省略	257.5	cal AD 205-310(1σ)，cal AD 130-330(2σ)弥生後期	1843±21	AD 205-310	AD 130-330			M7a1a2	D1b1c2		[62]		[64]
464	JP	日本	九州地方	熊本県	32.90356	130.69428	笹尾遺跡					省略	-290	弥生	2249±16	370-210 BC	385-200 BC			M7a1a8			[62]		
465	JP	日本	九州地方	熊本県	32.689398	130.610961	畑中遺跡					省略	-200	弥生中期前葉						ND			[62]		
466	JP	日本	九州地方	熊本県	32.687985	130.68453	曽畑遺跡					省略	1	弥生						D5a1a1			[62]		
467	JP	日本	九州地方	熊本県	32.7839	130.739	神水遺跡		13号			省略	-50	弥生中期中頃						ND			[62]		
468	JP	日本	九州地方	熊本県	32.88086938	130.5852812	経塚古墳					省略	472.5	古墳	1659±21	AD 415-530	AD 405-545			ND			[62]		
469	JP	日本	九州地方	熊本県	32.21706	130.75419	中大村石棺		1号石棺 3号小児			省略	282.5	古墳	1779±21	AD 240-325	AD 230-345			M7a1a1			[62]		
470	JP	日本	九州地方	熊本県	32.21706	130.75419	中大村石棺		2号石棺 1号			省略	725	古墳	1295±21	AD 675-775	AD 665-775			D4a1			[62]		
471	JP	日本	九州地方	熊本県	32.21706	130.75419	下大村石棺		東			省略	507.5	古墳	1545±22	AD 440-575	AD 430-590			D4c1b1			[62]		
472	JP	日本	九州地方	熊本県	32.21706	130.75419	下大村石棺		西			省略	580	古墳	1504±22	AD 560-600	AD 540-635			M7a1a			[62]		
473	JP	日本	九州地方	熊本県	32.5842505	130.4729039	千崎古墳群10号墳(旧11号棺)		2号体			省略	455	古墳	1668±21	AD 380-530	AD 360-540			D4b2b1			[62]		
474	JP	日本	九州地方	熊本県	32.5842505	130.4729039	千崎古墳群10号墳(旧11号棺)		3号体			省略	507.5	古墳	1578±21	AD 440-575	AD 430-585			M7a1a1			[62]		
475	JP	日本	九州地方	熊本県	32.5842505	130.4729039	千崎古墳群10号墳(旧11号棺)		4号体			省略	487.5	古墳	1607±21	AD 435-540	AD 420-555			M7a1a1			[62]		
476	JP	日本	九州地方	熊本県	32.5842505	130.4729039	千崎古墳群18号墳(旧15号棺)		1号体			省略	585	古墳	1524±22	AD 560-610	AD 545-645			D4b2b1			[62]		
477	JP	日本	九州地方	熊本県	32.47935613	130.5707838	大鼠蔵山古墳1号棺		1号体			省略	480	古墳	1638±21	AD 425-535	AD 410-550			M7a1a4			[62]		
478	JP	日本	九州地方	熊本県	32.47935613	130.5707838	大鼠蔵山古墳1号棺		2号体			省略	492.5	古墳	1600±21	AD 435-550	AD 425-570			ND			[62]		
479	JP	日本	九州地方	熊本県	32.47935613	130.5707838	大鼠蔵山古墳1号棺		4号体			省略	1085	古墳	1035±20	AD 1020-1150	AD 995-1160			ND			[62]		
480	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳1号棺		2・3号体A			省略	341.25	古墳	測定不可					ND			[62]		
481	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳2号棺		1号体			省略	575	古墳	1524±22	AD 555-595	AD 535-640			ND			[62]		
482	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳2号棺		2号体			省略	292.5	古墳	1773±21	AD 245-340	AD 240-370			ND			[62]		
483	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳2号棺		3号体			省略	433.75	古墳	測定不可					D4e2a			[62]		
484	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳3号棺		1号体			省略	92.5	古墳	1956±22	AD 60-125	AD 10-160			ND			[62]		
485	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳3号棺		2号体			省略	405	古墳	1678±21	AD 375-435	AD 265-535			ND			[62]		
486	JP	日本	九州地方	熊本県	33.0072	130.7154	辻古墳4号棺					省略	341.25	古墳	測定不可					ND			[62]		
487	JP	日本	九州地方	熊本県	32.60800788	130.4230169	成合津2号墳					省略	627.5	古墳	1488±21	AD 600-655	AD 570-680			M9a1a1a			[62]		
488	JP	日本	九州地方	熊本県	32.21706	130.75419	瓜山横穴墓					省略	727.5	古墳	1291±22	AD 685-770	AD 665-805			ND			[62]		
489	JP	日本	九州地方	熊本県	32.66338315	130.6737565	向野田古墳					省略	302.5	古墳	1767±21	AD 250-355	AD 240-385			ND			[62]		
490	JP	日本	九州地方	熊本県	32.54874666	130.1190839	沖ノ原遺跡					省略	1400	中世						B4c1c1			[62]		
69	JP	日本	九州地方	宮崎県	32.04945531	130.7861246	島内地下式横穴		島内地下式横穴147号墓 1号	女性	壮年	左側頭骨	557.5										[18]		
70	JP	日本	九州地方	宮崎県	32.04945531	130.7861246	島内地下式横穴		島内地下式横穴 148号墓 3号	男性	壮年後期	左側頭骨	557.5	古墳時代									[18]		
71	JP	日本	九州地方	宮崎県	32.04945531	130.7861246	島内地下式横穴		島内地下式横穴151号墓 1号	不明	成人	右側頭骨	557.5										[18]		
72	JP	日本	九州地方	鹿児島	31.446388	130.906388	立小野堀横穴		立小野堀横穴90号墓	男性	壮年	左側頭骨	366.5	4 世紀～5 世紀前葉 古墳時代									[18]	[19]	
73	JP	日本	九州地方	鹿児島	31.446388	130.906388	立小野堀横穴		立小野堀横穴 130-3号墓	男性	壮年	左側頭骨	366.5	4 世紀～5 世紀前葉 古墳時代									[18]	[19]	
74	JP	日本	九州地方	鹿児島	31.446388	130.906388	立小野堀横穴		立小野堀横穴166号墓	男性	壮年	右側頭骨	366.5	4 世紀～5 世紀前葉 古墳時代									[18]	[19]	
75	JP	日本	九州地方	鹿児島	31.444722	130.931944	町田堀横穴		町田堀横穴76号墓	不明	熟年	右側頭骨	330	3 世紀中ごろ～5 世紀初頭 古墳時代									[18]	[19]	
110	JP	日本	九州地方	鹿児島	32.086111	130.345555	出水貝塚		出水貝塚 1号	男性		右側頭骨	-2000	縄文時代後期									[30]		
111	JP	日本	九州地方	鹿児島	32.086111	130.345555	出水貝塚		出水貝塚 2号	女性		左側頭骨	-2000	縄文時代後期									[30]		
112	JP	日本	九州地方	鹿児島	32.086111	130.345555	出水貝塚		出水貝塚3号	女性		右側頭骨	-2000	縄文時代後期									[30]		
113	JP	日本	九州地方	鹿児島	31.45639668	130.7263328	柊原貝塚		柊原貝塚 97-3			右上顎第3大臼歯	-2000	縄文時代後期									[30]		
43	JP	日本	南西諸島	鹿児島	29.153034	129.211569	宝島大池遺跡		大池1号	女性	熟年		-1237.5	縄文晩期最終末併行				炭素14年代3165±23-較正年代(cal)1σ(68.2%)1280-1195BC-2 σ(95.4%) 1370-1125BC					[7]	[8]	
45	JP	日本	南西諸島	鹿児島	30.42412178	130.9675103	広田遺跡		広田遺跡南区 2号墓				200	弥生時代終末期?(他文献)									[11]		
102	JP	日本	南西諸島	鹿児島	27.67267175	128.9633669	面縄第1貝塚		面縄第1貝塚No.1 C-5 トレンチ 5 層	男性	壮年	右側頭骨	-957.5	貝塚時代前 1 期 (縄文時代早期～前期併行期) からグスク時代(中世併行期) にかけての複合遺跡				炭素14年代2874±23-較正年代 (cal)1 σ(68.2%) 995-920 BC-2 σ(95.4%) 1015-900 BC					[26]	[27]	
103	JP	日本	南西諸島	鹿児島	27.67541096	128.9889168	トマチン遺跡		トマチン遺跡 2号	男性	熟年	左側頭骨	-440	貝塚時代前Ｖ期末(縄文時代晩期末～弥生時代前期併行期)				炭素14年代 2480±18-較正年代 (cal)1 σ(68.2%) 475-405 BC-2 σ(95.4%) 515-400 BC					[26]	[27]	
104	JP	日本	南西諸島	鹿児島	27.67541096	128.9889168	トマチン遺跡		トマチン遺跡3号	男性	壮年	左側頭骨	-477.5	貝塚時代前Ｖ期末(縄文時代晩期末～弥生時代前期併行期)				炭素14年代 2526±21-較正年代 (cal)1 σ(68.2%)545-410 BC-2 σ(95.4%)740-400 BC					[26]	[27]	
105	JP	日本	南西諸島	鹿児島	27.67541096	128.9889168	トマチン遺跡		トマチン遺跡 4号	女性	壮年	右側頭骨	-770	貝塚時代前Ｖ期末(縄文時代晩期末～弥生時代前期併行期)				炭素14年代 2670±21-較正年代 (cal)1 σ(68.2%)790-750 BC-2 σ(95.4%)800-590 BC					[26]	[27]	
106	JP	日本	南西諸島	鹿児島	27.76416345	128.9085876	下原洞穴遺跡		下原洞穴遺跡No.5 第 2 トレンチ人骨	不明		下顎右第3大臼歯	-1642.5	縄文時代晩期末(約 2500年前)				炭素14年代3412±23-較正年代 (cal)1 σ(68.2%)1670-1615 BC-2 σ(95.4%) 1735-1560 BC					[26]	[27]	
107	JP	日本	南西諸島	鹿児島	30.819444	131.037777	小浜遺跡		小浜 1号	不明	小児(5-6歳)	左側頭骨	1480	中世 [竹中ほか 2021](炭素14年代法あり)				炭素14年代477±19-較正年代 (cal)1 σ(68.2%)AD 1450-1510-2 σ(95.4%)AD 1440-1625					[28]	[29]	
108	JP	日本	南西諸島	鹿児島	30.819444	131.037777	小浜遺跡		小浜 5号	男性	壮年	上顎左第 2 大臼歯	1480	中世 [竹中ほか 2021](炭素14年代法あり)									[28]		
109	JP	日本	南西諸島	鹿児島	30.819444	131.037777	小浜遺跡		小浜 6号	男性	熟年	上顎右第 2 大臼歯	1480	中世 [竹中ほか 2021](炭素14年代法あり)									[28]		
46	JP	日本	南西諸島	沖縄県	26.32392629	127.7588327	伊礼原D遺跡		伊礼原D遺跡No.3			右側頭骨	726	貝塚時代後期				A.D.679-773	＊年代については調査報告書にある値を引用した。				[12]	[13]	
47	JP	日本	南西諸島	沖縄県	26.32392629	127.7588327	伊礼原D遺跡		伊礼原D遺跡No.5			右下顎第 2 大臼歯	1205.5	貝塚時代後期				A.D.1161-1250	＊年代については調査報告書にある値を引用した。				[12]	[13]	
48	JP	日本	南西諸島	沖縄県	26.325555	127.756388	平安山原A遺跡		平安山原A遺跡No.3			左側頭骨	829.5	貝塚時代後期				A.D.770-889	＊年代については調査報告書にある値を引用した。				[12]	[13]	
49	JP	日本	南西諸島	沖縄県	26.325555	127.756388	平安山原A遺跡		平安山原A遺跡No.5			左側頭骨	981	貝塚時代後期				A.D.944-1018	＊年代については調査報告書にある値を引用した。				[12]	[13]	
50	JP	日本	南西諸島	沖縄県	26.325555	127.756388	平安山原A遺跡		平安山原A遺跡No.11			左下顎第 3 大臼歯	1212.5	貝塚時代後期				A.D.1167-1258	＊年代については調査報告書にある値を引用した。				[12]	[13]	
51	JP	日本	南西諸島	沖縄県	26.325555	127.756388	平安山原A遺跡		平安山原A遺跡No.12			左下顎第 3 大臼歯	479	貝塚時代後期				A.D.418-540	＊年代については調査報告書にある値を引用した。				[12]	[13]	
94	JP	日本	南西諸島	沖縄県	26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.3(下層)			左上顎第2大臼歯	-785	弥生時代相当期の貝塚後期	2680±20	795-775BC	805-760BC						[24]	[25]	
95	JP	日本	南西諸島	沖縄県	26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.5			左上顎第3大臼歯	-607.5	弥生時代相当期の貝塚後期	2541±19	730-485BC	740-430BC						[24]	[25]	
96	JP	日本	南西諸島	沖縄県	26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.8			側頭骨	-1202.5	弥生時代相当期の貝塚後期	3058±22	1270-1135BC	1370-1120BC						[24]	[25]	
97	JP	日本	南西諸島	沖縄県	26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.12			左上顎第2大臼歯	-775	弥生時代相当期の貝塚後期	2657±19	790-760BC	800-595BC						[24]	[25]	
98	JP	日本	南西諸島	沖縄県	26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡 無番号			左側頭骨	882.5	弥生時代相当期の貝塚後期									[24]		
99	JP	日本	南西諸島	沖縄県	26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡No.29			左側頭骨	877.5	弥生時代相当期の貝塚後期	1265±20	AD785-970	AD690-1045						[24]	[25]	
100	JP	日本	南西諸島	沖縄県	26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡No.114			右側頭骨	887.5	弥生時代相当期の貝塚後期	1242±20	AD790-985	AD720-1115						[24]	[25]	
101	JP	日本	南西諸島	沖縄県	26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡No.118			左側頭骨	882.5	弥生時代相当期の貝塚後期									[24]		
136	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 1-46				1750.5	17th to 19th									[40]		
137	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 2-45				1750.5	17th to 19th									[40]		
