ソート	地方＆都道府県番号	ID	国名2文字	国名	地方番号	地方	都道府県番号	都道府県			緯度	経度	遺跡	Site Name	標本番号	性別	年齢	可視化開始ユリウス日=IF(S2="","",ROUND((S2-R2/2)*365.2425+1721242,0))	可視化終了ユリウス日=IF(S2="","",ROUND((S2+R2/2)*365.2425+1721242,0))	ユリウス日=IF(S2="","",ROUND(S2*365.2425+1721242,0))	可視化する年代幅=IF(S2="","",-0.4*IF(S2>1400,1400,S2)+680)	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)		年代	年代補足	ハプログループ結果	使用部位	APLP	PCR-Luminex	その他	その他手法				NGS	手法	(Quality)	NGS	手法	(Quality)	Schmutziによる汚染率推定 [min, max]		Y	Y新	文献1	文献2	文献3	文献4	文献5
JP10846	846	72	JP	日本	8	九州地方	46	鹿児島			31.446388	130.906388	立小野堀横穴		立小野堀横穴90号墓	男性	壮年	1757693	1952514	1855103	533.4	366.5	4 世紀～5 世紀前葉 古墳時代							M7a1a7	左側頭骨	M7a1										M7a1a7	Haplogrep2.0	0.9903	0.205[0.160-0.250]				[18]	[19]			
JP10846	846	73	JP	日本	8	九州地方	46	鹿児島			31.446388	130.906388	立小野堀横穴		立小野堀横穴 130-3号墓	男性	壮年	1757693	1952514	1855103	533.4	366.5	4 世紀～5 世紀前葉 古墳時代								左側頭骨	C1 の可能性																	[18]	[19]			
JP10846	846	74	JP	日本	8	九州地方	46	鹿児島			31.446388	130.906388	立小野堀横穴		立小野堀横穴166号墓	男性	壮年	1757693	1952514	1855103	533.4	366.5	4 世紀～5 世紀前葉 古墳時代							D4a1c	右側頭骨	不明										D4a1c	Haplogrep2.0	1.0000	0[0-0.005]				[18]	[19]			
JP10846	846	75	JP	日本	8	九州地方	46	鹿児島			31.444722	130.931944	町田堀横穴		町田堀横穴76号墓	不明	熟年	1741696	1941848	1841772	548	330	3 世紀中ごろ～5 世紀初頭 古墳時代								右側頭骨	D4b2										(D4b2)	Haplogrep2.0	0.8094					[18]	[19]			
JP10204	204	76	JP	日本	2	東北地方	4	宮城県			38.619444	141.005	北小松遺跡		北小松遺跡ヒト 44 縄文人骨			1158769	1553230	1356000	1080	-1000	縄文時代晩期							N9b1		N9b1 である可能性							N9b1										[20]				
JP10633	633	77	JP	日本	6	中国地方	33	岡山県			35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳1号主体No.1	男性	壮年後半〜熟年前半	1728547	1933083	1830815	560	300	古墳時代					炭素14年代 1769±18-較正年代 (cal)1 σ(68.2%) AD 255-345-2 σ(95.4%)AD 250-380		D4g1c	下顎右第二大臼歯	D4g							D4g1c	Kanzawa-Kiriyama et al.[2017]	0.9819								[21]	[22]			
JP10633	633	78	JP	日本	6	中国地方	33	岡山県			35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳1号主体No.2	女性	壮年	1777855	1965954	1871905	515	412.5	古墳時代					炭素14年代1645±18-較正年代 (cal)1 σ(68.2%) AD 395-430-2 σ(95.4%)AD 355-535		B4c1a1a	上顎右第一大臼歯	B4c							B4c1a1a	Kanzawa-Kiriyama et al.[2017]	0.8384								[21]	[22]			
JP10633	633	79	JP	日本	6	中国地方	33	岡山県			35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳2号主体No.1	女性	熟年後半	1754479	1950371	1852425	536.3333333	359.1666667	古墳時代					炭素14年代測定不可		M7a1a7	下顎左第二大臼歯	M7a1							M7a1a7	Kanzawa-Kiriyama et al.[2017]	0.9903								[21]	[22]			
JP10633	633	80	JP	日本	6	中国地方	33	岡山県			35.06764605	133.8979913	久米三成古墳群4号墳		久米三成古墳群4号墳2号主体No.2	不明	11歳前後	1757036	1952075	1854556	534	365	古墳時代					炭素14年代 1703±19-較正年代 (cal)1 σ(68.2%)AD 340-390-2 σ(95.4%)AD 260-405		D5c1a	上顎右第一大臼歯	D5 (not D5a)							D5c1a	Kanzawa-Kiriyama et al.[2017]	0.9637								[21]	[22]			
JP10633	633	81	JP	日本	6	中国地方	33	岡山県			34.780277	133.581666	赤羽根古墳群		赤羽根古墳群6号主体	男性	壮年	1732199	1935518	1833858	556.6666667	308.3333333	3 世紀中ごろから 4 世紀後半							B4b1a1	上顎右第三大臼歯	B4b							B4b1a1	Kanzawa-Kiriyama et al.[2017]	0.9105								[21]				
JP10633	633	82	JP	日本	6	中国地方	33	岡山県			34.780277	133.581666	赤羽根古墳群		赤羽根古墳群7-1	男性	壮年	1738408	1939657	1839033	551	322.5	3 世紀中ごろから 4 世紀後半					炭素14年代 1746±18-較正年代 (cal)1 σ(68.2%)AD 260-385-2 σ(95.4%)AD 250-395		M7b1a1a1	下顎右第三大臼歯	M7b1a1a1							M7b1a1a1	Kanzawa-Kiriyama et al.[2017]	0.9969								[21]	[22]			
JP10633	633	83	JP	日本	6	中国地方	33	岡山県			34.780277	133.581666	赤羽根古墳群		赤羽根古墳群7-2	女性	熟年	1736217	1938196	1837206	553	317.5	3 世紀中ごろから 4 世紀後半					炭素14年代1774±18-較正年代 (cal)1 σ(68.2%)AD 255-380-2 σ(95.4%) AD 245-395		M7b1a1a1	上顎左第二大臼歯	M7b1a1a1							M7b1a1a1	Kanzawa-Kiriyama et al.[2017]	1								[21]	[22]			
JP10633	633	84	JP	日本	6	中国地方	33	岡山県			34.780277	133.581666	赤羽根古墳群		赤羽根古墳群8号主体	男性	壮年前半	1721972	1928700	1825336	566	285	3 世紀中ごろから 4 世紀後半					炭素14年代 1801±17-較正年代(cal)1 σ(68.2%)AD 240-330-2 σ(95.4%)AD 220-380		D4g1	上顎右第三大臼歯	D4g							D4g1	Kanzawa-Kiriyama et al.[2017]	0.9922								[21]	[22]			
JP10633	633	85	JP	日本	6	中国地方	33	岡山県			34.76215887	134.0398086	中島第1号墳		中島第1号墳No.1	男性	壮年期	1744106	1943456	1843781	545.8	335.5	古墳時代					炭素14年代測定不可		M7a1a1a	下顎左第一大臼歯	M7a1							M7a1a1a	Kanzawa-Kiriyama et al.[2017]	0.9908								[21]	[22]			
JP10633	633	86	JP	日本	6	中国地方	33	岡山県			34.76215887	134.0398086	中島第1号墳		中島第1号墳No.2	女性	壮年期前半	1744106	1943456	1843781	545.8	335.5	古墳時代					炭素14年代測定不可		M7a1a7	上顎右第三大臼歯	M7a1							M7a1a7	Kanzawa-Kiriyama et al.[2017]	0.9903								[21]	[22]			
JP10633	633	87	JP	日本	6	中国地方	33	岡山県			34.62154801	133.7126263	勝負砂古墳		勝負砂古墳			1804152	1983486	1893819	491	472.5	5 世紀後半					炭素14年代 1671±27-較正年代 (cal)1 σ(68.2%)AD 410-535-2 σ(95.4%)AD 395-540		D4i	下顎右第一大臼歯	D4 (not D4e,g,h,j,o)							D4i	Kanzawa-Kiriyama et al.[2017]	0.9609								[21]	[22]			
JP10633	633	88	JP	日本	6	中国地方	33	岡山県			34.700854	133.864194	飯盛山東1号墳		飯盛山東1号墳	女性	50歳代	1757036	1952075	1854556	534	365	石棺の形態から前期					炭素14年代1735±18-較正年代 (cal)1 σ(68.2%)AD 330-400-2 σ(95.4%)AD 255-415		B4c1a1c	下顎右第二大臼歯	B4c							B4c1a1c	Kanzawa-Kiriyama et al.[2017]	0.899								[21]	[22]			
JP10633	633	89	JP	日本	6	中国地方	33	岡山県			34.672564	133.68691	狩谷遺跡		5号	女性	熟年〜老年	1739504	1940388	1839946	550	325	古墳時代					炭素14年代 測定不可			遊離歯	D4 (not a,e,g,h,j,o,b2)							―	Kanzawa-Kiriyama et al.[2017]									[21]				
JP10633	633	90	JP	日本	6	中国地方	33	岡山県			34.672564	133.68691	狩谷遺跡		6号墓男性	男性		1739504	1940388	1839946	550	325	古墳時代					炭素14年代-較正年代 (cal)1 σ(68.2%)-2 σ(95.4%)			左大腿骨	D4 (not a,e,g,h,j,o,b2)							―	Kanzawa-Kiriyama et al.[2017]									[21]				
JP10633	633	91	JP	日本	6	中国地方	33	岡山県			34.672564	133.68691	狩谷遺跡		6号墓女性	女性		1739504	1940388	1839946	550	325	古墳時代					炭素14年代1745±18-較正年代 (cal)1 σ(68.2%)AD 265-385-2 σ(95.4%)AD 255-400		N9b1	下顎左第二大臼歯	N9							N9b1	Kanzawa-Kiriyama et al.[2017]	0.9299								[21]				
JP10527	527	92	JP	日本	5	近畿地方	27	大阪府			34.4874157	135.4766534	野々井二本木山古墳		野々井二本木山古墳No.1 ( 209号)	男性	壮年後半～熟年期	1776759	1965224	1870991	516	410	古墳時代前期末葉～中期前葉								右上顎 M2	D4(not a,b,g,h.j.o)							ND	Kanzawa-Kiriyama et al.[2017]		R	Haplogrep2.0	0.9677	0 [0-0.008]				[23]				
JP10527	527	93	JP	日本	5	近畿地方	27	大阪府			34.4874157	135.4766534	野々井二本木山古墳		野々井二本木山古墳No.2 (210号)	女性	熟年期	1776759	1965224	1870991	516	410	古墳時代前期末葉～中期前葉							D4g1b	左下顎 M3	D4g							D4g1b	Kanzawa-Kiriyama et al.[2017]		D4g1b	Haplogrep2.0	0.9928	0 [0-0.005]				[23]				
JP10947	947	94	JP	日本	9	南西諸島	47	沖縄県			26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.3(下層)			1253001	1616052	1434527	994	-785	弥生時代相当期の貝塚後期	2680±20	795-775BC	805-760BC				M7a1a	左上顎第2大臼歯	(D4)							M7a1a	Kanzawa-Kiriyama et al.[2017]		R	Haplogrep2.0	0.7332	0 [0-0.95]				[24]	[25]			
JP10947	947	95	JP	日本	9	南西諸島	47	沖縄県			26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.5			1330798	1667917	1499357	923	-607.5	弥生時代相当期の貝塚後期	2541±19	730-485BC	740-430BC				M7a1a*	左上顎第3大臼歯	M10							M7a1a*	Kanzawa-Kiriyama et al.[2017]		M7a1a	Haplogrep2.0	0.5968	0 [0-0.95]				[24]	[25]			
JP10947	947	96	JP	日本	9	南西諸島	47	沖縄県			26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.8			1070015	1494061	1282038	1161	-1202.5	弥生時代相当期の貝塚後期	3058±22	1270-1135BC	1370-1120BC					側頭骨	(D4a)							ND										[24]	[25]			
JP10947	947	97	JP	日本	9	南西諸島	47	沖縄県			26.37042602	127.7350225	読谷村木綿原遺跡		読谷村木綿原遺跡No.12			1257384	1618974	1438179	990	-775	弥生時代相当期の貝塚後期	2657±19	790-760BC	800-595BC					左上顎第2大臼歯	D4																	[24]	[25]			
JP10947	947	98	JP	日本	9	南西諸島	47	沖縄県			26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡 無番号			1983851	2103286	2043569	327	882.5	弥生時代相当期の貝塚後期								左側頭骨	M7a1																	[24]				
JP10947	947	99	JP	日本	9	南西諸島	47	沖縄県			26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡No.29			1981660	2101825	2041742	329	877.5	弥生時代相当期の貝塚後期	1265±20	AD785-970	AD690-1045					左側頭骨	M7a1																	[24]	[25]			
JP10947	947	100	JP	日本	9	南西諸島	47	沖縄県			26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡No.114			1986043	2104747	2045395	325	887.5	弥生時代相当期の貝塚後期	1242±20	AD790-985	AD720-1115					右側頭骨	M7a1																	[24]	[25]			
JP10947	947	101	JP	日本	9	南西諸島	47	沖縄県			26.414958	127.71397	読谷村大当原遺跡		読谷村大当原遺跡No.118			1983851	2103286	2043569	327	882.5	弥生時代相当期の貝塚後期								左側頭骨	M7a1																	[24]				
JP10946	946	102	JP	日本	9	南西諸島	46	鹿児島			27.67267175	128.9633669	面縄第1貝塚		面縄第1貝塚No.1 C-5 トレンチ 5 層	男性	壮年	1177396	1565649	1371522	1063	-957.5	貝塚時代前 1 期 (縄文時代早期～前期併行期) からグスク時代(中世併行期) にかけての複合遺跡					炭素14年代2874±23-較正年代 (cal)1 σ(68.2%) 995-920 BC-2 σ(95.4%) 1015-900 BC		M7a1a	右側頭骨	M							M7a1a	Kanzawa-Kiriyama et al.[2017]		H2a	Haplogrep2.0	0.6156					[26]	[27]			
JP10946	946	103	JP	日本	9	南西諸島	46	鹿児島			27.67541096	128.9889168	トマチン遺跡		トマチン遺跡 2号	男性	熟年	1404212	1716859	1560535	856	-440	貝塚時代前Ｖ期末(縄文時代晩期末～弥生時代前期併行期)					炭素14年代 2480±18-較正年代 (cal)1 σ(68.2%) 475-405 BC-2 σ(95.4%) 515-400 BC		M7a1a*	左側頭骨	M7a1							M7a1a*	Kanzawa-Kiriyama et al.[2017]		M7a1a	Haplogrep2.0	0.9594	0[0-0.005]				[26]	[27]			
JP10946	946	104	JP	日本	9	南西諸島	46	鹿児島			27.67541096	128.9889168	トマチン遺跡		トマチン遺跡3号	男性	壮年	1387776	1705902	1546839	871	-477.5	貝塚時代前Ｖ期末(縄文時代晩期末～弥生時代前期併行期)					炭素14年代 2526±21-較正年代 (cal)1 σ(68.2%)545-410 BC-2 σ(95.4%)740-400 BC		M7a1a8	左側頭骨	M7a1							M7a1a8	Kanzawa-Kiriyama et al.[2017]		M7a1a8	Haplogrep2.0	0.9797	0.225[0.210-0.240]				[26]	[27]			
JP10946	946	105	JP	日本	9	南西諸島	46	鹿児島			27.67541096	128.9889168	トマチン遺跡		トマチン遺跡 4号	女性	壮年	1259575	1620435	1440005	988	-770	貝塚時代前Ｖ期末(縄文時代晩期末～弥生時代前期併行期)					炭素14年代 2670±21-較正年代 (cal)1 σ(68.2%)790-750 BC-2 σ(95.4%)800-590 BC		M7a1a*	右側頭骨	M7a1							M7a1a*	Kanzawa-Kiriyama et al.[2017]		M7a1a	Haplogrep2.0	0.9480	0[0-0.015]				[26]	[27]			
JP10946	946	106	JP	日本	9	南西諸島	46	鹿児島			27.76416345	128.9085876	下原洞穴遺跡		下原洞穴遺跡No.5 第 2 トレンチ人骨	不明		877167	1365496	1121331	1337	-1642.5	縄文時代晩期末(約 2500年前)					炭素14年代3412±23-較正年代 (cal)1 σ(68.2%)1670-1615 BC-2 σ(95.4%) 1735-1560 BC		M7a1a*	下顎右第3大臼歯	M7a1							M7a1a*	Kanzawa-Kiriyama et al.[2017]		M7a1a	Haplogrep2.0	0.9558	0[0-0.015]				[26]	[27]			
JP10946	946	107	JP	日本	9	南西諸島	46	鹿児島			30.819444	131.037777	小浜遺跡		小浜 1号	不明	小児(5-6歳)	2239886	2283715	2261801	120	1480	中世 [竹中ほか 2021](炭素14年代法あり)					炭素14年代477±19-較正年代 (cal)1 σ(68.2%)AD 1450-1510-2 σ(95.4%)AD 1440-1625		N9a2c	左側頭骨	N9a							N9a2c	Kanzawa-Kiriyama et al.[2017]		N9a2c	Haplogrep2.0	1.0000	0.090[0.065-0.115]				[28]	[29]			
JP10946	946	108	JP	日本	9	南西諸島	46	鹿児島			30.819444	131.037777	小浜遺跡		小浜 5号	男性	壮年	2239886	2283715	2261801	120	1480	中世 [竹中ほか 2021](炭素14年代法あり)							B5b2b	上顎左第 2 大臼歯	B5							B5b2b	Kanzawa-Kiriyama et al.[2017]		B5b2b	Haplogrep2.0	0.9165	0.515[0.490-0.540]				[28]				
JP10946	946	109	JP	日本	9	南西諸島	46	鹿児島			30.819444	131.037777	小浜遺跡		小浜 6号	男性	熟年	2239886	2283715	2261801	120	1480	中世 [竹中ほか 2021](炭素14年代法あり)							M9a1a1a	上顎右第 2 大臼歯	M9a							M9a1a1a	Kanzawa-Kiriyama et al.[2017]		M9a1a1a	Haplogrep2.0	0.9960	0.145[0.105-0.185]				[28]				
JP10846	846	110	JP	日本	8	九州地方	46	鹿児島			32.086111	130.345555	出水貝塚		出水貝塚 1号	男性		720478	1261036	990757	1480	-2000	縄文時代後期							M7a1a*	右側頭骨	ND							M7a1a*	Kanzawa-Kiriyama et al.[2017]		M7a1a	Haplogrep2.0	0.9902	0.340 [0.295-0.385]				[30]				
JP10846	846	111	JP	日本	8	九州地方	46	鹿児島			32.086111	130.345555	出水貝塚		出水貝塚 2号	女性		720478	1261036	990757	1480	-2000	縄文時代後期							M7a1a2	左側頭骨	M7a1							M7a1a2	Kanzawa-Kiriyama et al.[2017]		M7a+16324	Haplogrep2.0	0.9104	0.285 [0.250-0.320]				[30]				
JP10846	846	112	JP	日本	8	九州地方	46	鹿児島			32.086111	130.345555	出水貝塚		出水貝塚3号	女性		720478	1261036	990757	1480	-2000	縄文時代後期							M7a1a2	右側頭骨	M7a1							M7a1a2	Kanzawa-Kiriyama et al.[2017]		M7a1a2	Haplogrep2.0	0.9741	0.130 [0.105-0.155]				[30]				
JP10846	846	113	JP	日本	8	九州地方	46	鹿児島			31.45639668	130.7263328	柊原貝塚		柊原貝塚 97-3			720478	1261036	990757	1480	-2000	縄文時代後期							M7a1a*	右上顎第3大臼歯	D(not D4?,D5,D6,D4j)							M7a1a*	Kanzawa-Kiriyama et al.[2017]		Ｍ	Haplogrep2.0	0.9604	0.165[0.125-0.205]				[30]				
JP10737	737	114	JP	日本	7	四国地方	37	香川県			34.30832241	134.1041818	高松茶臼山古墳		後円部第 I 主体部西群出土人骨( 茶臼山1)			1727451	1932352	1829902	561	297.5	古墳時代前期						炭素14年代 1782±20-較正年代(cal)1δ (68.2%)AD255-340-2δ (95.4%)AD250-380		側頭骨	M7a1? M7a2?							M7a2a	Haplogrep2.0	0.5549	H2a2a	Haplogrep2.0	0.5858					[31]	[32]	[33]		
JP10737	737	115	JP	日本	7	四国地方	37	香川県			34.30832241	134.1041818	高松茶臼山古墳		前方部第 III 主体部出土人骨(茶臼山3)	男性		1798673	1979834	1889254	496	460	古墳時代前期						炭素14年代 1697±20-較正年代(cal)1δ (68.2%) AD395-525-2δ (95.4%)AD350-525	D4m1	側頭骨	D4*(not a,b,e,g,h,j,o)							D4m1	Haplogrep2.0	0.9528	D4m1	Haplogrep2.0	0.9701	0 [0-0.005], 0.02 [0-0.075]		C1a1	C-M8	[31]	[34]	[33]		
KR10000	0	116	KR	大韓民国							35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.13-1	男性	壮年	1808754	1986554	1897654	486.8	483	5 世紀後葉								右側頭骨	G2							ND	Kanzawa-Kiriyama et al.[2017]		M32'56	Haplogrep2.0	0.7176					[35]				
KR10000	0	117	KR	大韓民国							35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.20	女性	壮年	1808754	1986554	1897654	486.8	483	5 世紀後葉								右側頭骨	B4c							ND	Kanzawa-Kiriyama et al.[2017]		D4	Haplogrep2.0	0.7046					[35]				
KR10000	0	118	KR	大韓民国							35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.27-1		小児	1808754	1986554	1897654	486.8	483	5 世紀後葉							D5b1b1	下顎左 M1	D5b							D5b1b1	Kanzawa-Kiriyama et al.[2017]		D5b1b1	Haplogrep2.0	0.9970	0 [0-0.005]				[35]				
KR10000	0	119	KR	大韓民国							35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.30	男性	壮年	1808754	1986554	1897654	486.8	483	5 世紀後葉							B5a2a1b	上顎右 M3	B5							B5a2a1b	Kanzawa-Kiriyama et al.[2017]		B5a2a1b	Haplogrep2.0	0.8928	0.435 [0.405-0.465]				[35]				
JP10840	840	120	JP	日本	8	九州地方	40	福岡県			33.493472	130.424083	安徳台遺跡		安徳台 2号 ANT2			1544026	1810069	1677048	728.4	-121	弥生時代中期					炭素14年代 2071±39				ND																	[36]	[32]	[37]		
JP10840	840	121	JP	日本	8	九州地方	40	福岡県			33.493472	130.424083	安徳台遺跡		安徳台 3号 ANT3			1578432	1833006	1705719	697	-42.5	弥生時代中期					炭素14年代2048±19-較正年代(cal) 1δ (68.2%)100BC-AD15-2δ (95.4%) 155BC-AD95				ND																	[36]	[32]	[37]		
JP10840	840	122	JP	日本	8	九州地方	40	福岡県			33.493472	130.424083	安徳台遺跡		安徳台 5号 ANT5	女性		1581719	1835198	1708459	694	-35	弥生時代中期					炭素14年代1985±20		pre-B5b		B5							pre-B5b	Kanzawa-Kiriyama et al.[2017]		B5b	Haplogrep2.0	(0.7237) (0.6926)					[36]	[32]	[37]		
JP10840	840	123	JP	日本	8	九州地方	40	福岡県			33.493472	130.424083	安徳台遺跡		安徳台 8号 ANT8			1553230	1816205	1684718	720	-100	弥生時代中期					炭素14年代2090±17-較正年代(cal) 1δ (68.2%)150-50BC-2δ (95.4%) 175BC-AD10				ND																	[36]	[32]	[37]		
JP10840	840	124	JP	日本	8	九州地方	40	福岡県			33.493472	130.424083	安徳台遺跡		安徳台 10号 ANT10			1537014	1805394	1671204	734.8	-137	弥生時代中期					炭素14年代 2087±50				ND																	[36]	[32]	[37]		
JP10203	203	125	JP	日本	2	東北地方	3	岩手県			39.047422	141.821043	野々前貝塚		野々前貝塚1号	男性	熟年	1097408	1512323	1304866	1136	-1140	縄文時代晩期					14C年代3205±31 BP-較正年代(1 標準偏差 68.2%)3150-3030 cal BP-(2 標準偏差 95.4%)3194-2966 cal BP		N9b1		N9b1																	[38]				
JP10203	203	126	JP	日本	2	東北地方	3	岩手県			39.047422	141.821043	野々前貝塚		野々前貝塚2号		胎児～新生児	1129951	1534019	1331985	1106.3	-1065.75	縄文時代晩期																										[38]				
JP10203	203	127	JP	日本	2	東北地方	3	岩手県			39.047422	141.821043	野々前貝塚		野々前貝塚3号	女性	壮年後半～熟年前半	1149345	1546948	1348147	1088.6	-1021.5	縄文時代晩期					14C年代3151±31 BP-較正年代(1 標準偏差 68.2%)3032-2911 cal BP-(2 標準偏差 95.4%)3076-2849 cal BP				判定せず																	[38]				
JP10203	203	128	JP	日本	2	東北地方	3	岩手県			39.047422	141.821043	野々前貝塚		野々前貝塚4号	女性	熟年	1095655	1511155	1303405	1137.6	-1144	縄文時代晩期					14C年代3240±31 BP-較正年代(1 標準偏差 68.2%)3155-3033 cal BP-(2 標準偏差 95.4%)3201-2972 cal BP		N9b*		N9b*																	[38]				
JP10203	203	129	JP	日本	2	東北地方	3	岩手県			39.047422	141.821043	野々前貝塚		野々前貝塚5号		3歳程度の幼児	1177396	1565649	1371522	1063	-957.5	縄文時代晩期					14C年代3101±40 BP-較正年代(1 標準偏差 68.2%)2970-2845 cal BP-(2 標準偏差 95.4%)3042-2787 cal BP		M7a2a1		M7a2a1																	[38]				
JP10313	313	130	JP	日本	3	関東地方	13	東京都			35.592222	139.723888	山王横穴墓群		1号横穴墓1号頭			1881949	2035351	1958650	420	650	古墳時代後期							M7c	左上顎犬歯	解析不能							M7c										[39]				
JP10313	313	131	JP	日本	3	関東地方	13	東京都			35.592222	139.723888	山王横穴墓群		1号横穴墓 2号			1881949	2035351	1958650	420	650	古墳時代後期							M9a1a1a	右上顎第1大臼歯	D4g?							M9a1a1a										[39]				
JP10313	313	132	JP	日本	3	関東地方	13	東京都			35.592222	139.723888	山王横穴墓群		1号横穴墓3号No.28			1881949	2035351	1958650	420	650	古墳時代後期							M7c1a	右上顎第2大臼歯	解析不能							M7c1a										[39]				
JP10313	313	133	JP	日本	3	関東地方	13	東京都			35.592222	139.723888	山王横穴墓群		2号横穴墓No.14			1881949	2035351	1958650	420	650	古墳時代後期								大腿骨	D (D4?)							解析不能										[39]				
JP10313	313	134	JP	日本	3	関東地方	13	東京都			35.592222	139.723888	山王横穴墓群		2号横穴墓No.19			1881949	2035351	1958650	420	650	古墳時代後期								大腿骨	M7?							解析不能										[39]				
