language_ja_jp	language_en_us	longitude	latitude
永山通	ながやまどおり	142.381729	43.772655
新富町	しんとみちよう	142.38552	43.789413
字近文	あざちかぶみ	142.380695	43.812524
花咲町	はなさきちよう	142.367996	43.785713
春光町	しゆんこうちよう		
金星町	きんせいちよう	142.367554	43.779442
東一条	ひがしいちじよう	142.370518	43.778981
東二条	ひがしにじよう	142.371761	43.778575
東三条	ひがしさんじよう	142.374498	43.782889
東四条	ひがしよじよう	142.376999	43.781903
東五条	ひがしごじよう	142.37851	43.781425
東六条	ひがしろくじよう	142.379607	43.780376
東七条	ひがしななじよう	142.381071	43.780019
東八条	ひがしはちじよう	142.382657	43.77877
美瑛村	びえいむら	142.481392	43.586205
東神楽村	ひがしかぐらむら	142.453907	43.69869
東川村	ひがしかわむら	142.543223	43.6935
当麻村	とうまむら	142.514336	43.834796
愛別村	あいべつむら	142.62079	43.914194
上川村	かみかわむら	142.815397	43.832795
比布村	ぴつぷむら	142.479082	43.889707
鷹栖村	たかすむら	142.344163	43.831498
和寒村	わつさむむら	142.391979	44.018661
剣淵村	けんぶちむら	142.337248	44.100808
士別村	しべつむら	142.40299	44.176741
上士別村	かみしべつむら	142.562057	44.112045
温根別村	おんねべつむら		
多寄村	たよろむら	142.415817	44.247051
朝日村	あさひむら	142.704944	44.082671
下川村	しもかわむら	142.655814	44.30293
多寄村	たよろむら	142.438568	44.285238
上名寄村	かみなよろむら	142.459345	44.352975
智恵文村	ちえぶんむら	142.3573	44.430801
下名寄村	しもなよろむら	142.343102	44.500977
中川村	なかがわむら	142.080287	44.74964
常盤村	ときわむら	142.242538	44.722721
雄武村	おうむむら	142.8803	44.555476
幌内村	ほろないむら	142.779797	44.588145
沢木村	さわきむら	142.914037	44.509416
興部村	おこつぺむら	143.044891	44.420771
瑠橡村	るろちむら	143.120064	44.374172
沙留村	さるるむら	143.212769	44.397441
紋別村	もんべつむら	143.352031	44.352379
藻鼈村	もべつむら	143.375104	44.175492
渚滑村	しよこつむら	143.245663	44.249279
滝上村	たきのうえむら	143.088514	44.1817
湧別村	ゆうべつむら	143.588372	44.124767
上湧別村	かみゆうべつむら		
遠軽村	えんがるむら	143.473698	44.03778
丸瀬布村	まるせつぷむら	143.357328	43.995303
生田原村	いくたはらむら	143.505135	43.925097
鐺沸村	とうふつむら	143.780853	44.015452
若佐村	わかさむら		
常呂村	ところむら	144.041981	44.098079
太茶苗村	ふとちやないむら	144.007629	44.019325
手師学村	てしまないむら	143.901123	43.966267
少牛村	ちいうしむら	143.960869	43.954992
野付牛村	のつけうしむら	143.873553	43.808511
生顔常村	むえかおつねむら	143.87123	43.788914
相内村	あいのないむら	143.751638	43.816159
端野村	たんのむら	143.948117	43.887101
武華村	むかむら	143.557078	43.778507
置戸村	おけとむら	143.592816	43.690503
訓子府村	くんねつぷむら	143.728699	43.721009
網走村	あばしりむら	144.248531	43.981181
北見町	きたみちよう	144.268694	44.018198
勇仁村	いさにむら	144.287203	43.963764
新栗履村	にくりばけむら	144.320599	43.970599
藻琴村	もことむら		
娜寄村	なよろむら	144.345571	43.958849
濤沸村	とうふつむら	144.356702	43.956441
最寄村	もよろむら	144.234936	44.017108
能取村	のとろむら	144.14016	44.042795
女満別村	めまんべつむら	144.172198	43.899392
美幌村	びほろむら	144.114541	43.811929
杵端辺村	けねたんべむら	144.196571	43.733479
古梅村	ふるうめむら	144.214912	43.707201
活汲村	かつくみむら	144.04471	43.729748
達媚村	たつこぶむら	144.041152	43.722651
飜木禽村	ぽんききんむら	143.988272	43.629775
蒼瑁村	あおしまいむら	144.451645	43.931252
止別村	やんべつむら	144.493199	43.819696
斜里村	しやりむら	144.650601	43.872162
朱円村	しゆまとかりむら	144.804077	43.905061
遠音別村	おんねべつむら	145.0502	44.088427
上斜里村	かみしやりむら	144.555339	43.785406
茂寄村	もよりむら	143.285702	42.307975
歴舟村	べるふねむら	143.276958	42.493575
大樹村	たいきむら	143.237564	42.510295
当縁村	とうぶちむら	143.399428	42.546224
幸震村	さつないむら	143.131608	42.68988
下帯広村	しもおびひろむら	143.198012	42.928394
荊苞村	ばらとうむら	143.22544	42.933006
上帯広村	かみおびひろむら	143.149461	42.90142
売買村	うりかりむら	143.191903	42.909834
戸蔦村	とつたむら	143.040869	42.700906
迫別村	せまりべつむら	142.935104	42.706356
鵺抜村	ぬえぬんけむら	143.217224	42.871712
芽室村	めむろむら	143.008895	42.913981
美生村	びばいろむら	143.001058	42.872283
美蔓村	びばうしむら		
西士狩村	にししかりむら		
伏古村	ふしこむら	143.112946	42.908957
人舞村	ひとまいむら	142.861019	43.048225
羽帯村	ぽねおぷむら	142.791122	42.913876
御影村	みかげむら	142.939724	42.927679
屈足村	くつたりむら	142.90271	43.109124
音更村	おとふけむら	143.20731	43.026552
然別村	しかりべつむら	143.122288	43.014562
東士狩村	ひがししかりむら		
鹿追村	しかおいむら	143.002238	43.134164
川上村	かわかみむら	143.25647	43.188816
上士幌村	かみしほろむら	143.226044	43.356305
豊頃村	とよころむら	143.504948	42.808895
安骨村	ちやしこちやむら	143.497421	42.730522
旅来村	たぷこらいむら	143.590408	42.729019
長臼村	おさうすむら	143.618418	42.703318
大津村	おおつむら	143.640027	42.699111
幕別村	まくべつむら	143.320607	42.797204
止若村	やむわつかむら	143.369654	42.907175
咾別村	いかんべつむら	143.336914	42.921574
白人村	ちろつとむら	143.280991	42.877227
別奴村	べつちやろむら	143.244972	42.877798
凋寒村	しぼさむむら	143.431374	42.940615
蝶多村	ちよたむら	143.324541	42.973707
十弗村	とおぷつむら	143.52242	42.956122
様舞村	さままいむら	143.465302	42.974766
誓牛村	ちかうえうしむら	143.466049	43.006104
信取村	のぶとりむら	143.404566	43.038677
蓋派村	けなしぱむら	143.454971	43.042372
居辺村	おろぺむら	143.367728	43.126512
本別村	ほんべつむら	143.607779	43.118572
嫌侶村	きろろむら	143.596207	43.109594
負箙村	おふえぴらむら	143.478329	43.137421
幌蓋村	ぽろけなしむら	143.529457	43.089657
押帯村	おしよつぷむら	143.442571	43.141024
勇足村	いさみたらむら	143.465988	43.153044
足寄村	あしよろむら	143.653209	43.311786
螺湾村	らわんむら	143.824183	43.345627
西足寄村	にしあしよろむら	143.537908	43.279745
淕別村	りくんべつむら	143.726251	43.510385
利別村	としべつむら	143.589465	43.313619
生剛村	おへこわしむら	143.647779	42.881664
愛牛村	あいにうしむら	143.619446	42.708209
十勝村	とかちむら	143.755555	42.784642
鼈奴村	べつちやろむら		
尺別村	しやくべつむら	143.888444	42.927345
白糠村	しらぬかむら	144.024549	43.016283
庶路村	しよろむら	144.123547	43.021412
舌辛村	したからむら	144.146164	43.11454
徹別村	てしべつむら	144.127575	43.223318
蘇牛村	そうしむら	144.096725	43.247135
飽別村	あくべつむら	144.10374	43.423422
塘路村	とうろむら	144.535262	43.158876
熊牛村	くまうしむら	144.606636	43.304932
虹別村	にじべつむら		
弟子屈村	てしかがむら	144.469275	43.473061
屈斜路村	くつしやろむら	144.41576	43.605182
米町	こめまち	144.377601	42.970456
真砂町	まさごまち	144.380212	42.97621
浦見町	うらみまち	144.38178	42.975313
幣舞町	ぬさまいちよう	144.386858	42.977533
洲崎町	すざきちよう	144.379362	42.977867
釧路村	くしろむら	144.390877	42.989816
桂恋村	かつらこいむら	144.43971	42.96037
鳥取村	とつとりむら	144.321048	43.020543
入舟町	いりふねちよう	144.379046	42.978295
米町	よねまち	144.377601	42.970456
知人町	しりとちよう	144.372784	42.971102
港町	みなとまち	144.378644	42.978219
大町	おおまち	144.379423	42.977785
南大通	みなみおおどおり	144.380812	42.977156
浦見町	うらみまち	144.380637	42.976146
弥生町	やよいまち	144.383633	42.972552
宮本町	みやもとちよう	144.386467	42.973675
柏木町	かしわぎちよう	144.389282	42.974625
富士見町	ふじみちよう	144.391428	42.977128
幣舞町	ぬさまいちよう	144.380812	42.977156
大川町	おおかわちよう	144.390869	42.981415
住吉町	すみよしちよう	144.398682	42.978219
城山町	しろやまちよう	144.395782	42.98233
材木町	ざいもくちよう	144.413885	42.993772
千歳町	ちとせちよう	144.396194	42.974293
鶴ヶ岱	つるがだい	144.40082	42.978917
春採	はるとり	144.418185	42.971013
北大通	きたおおどおり	144.385345	42.981567
末広町	すえひろちよう	144.386978	42.981762
栄町	さかえまち	144.388657	42.982273
川上町	かわかみちよう	144.389374	42.988094
旭町	あさひまち	144.392258	42.986008
松浦町	まつうらちよう	144.388687	42.994064
古川町	ふるかわちよう	144.401657	42.998512
錦町	にしきちよう	144.383255	42.981911
黒金町	くろがねちよう	144.381561	42.986828
幸町	さいわいちよう	144.378723	42.986324
浪花町	なにわちよう	144.376266	42.985886
寿町	ことぶきちよう	144.373608	42.991378
宝町	たからまち	144.366211	42.995621
南浜町	みなみはまちよう	144.37048	42.98673
仲浜町	なかはまちよう	144.371592	42.990898
浜町	はまちよう	144.364395	42.994072
昆布森村	こんぶもりむら	144.541008	42.96994
跡永賀村	あとえがむら	144.60173	42.963531
仙鳳趾村	せんぽうしむら	144.713287	42.966904
釧路村	くしろむら	144.449565	43.024774
厚岸村	あつけしむら	144.852646	43.044216
小原内村	おばらないむら	144.846329	43.040325
辺土江村	へどえむら	144.845266	43.036583
帆似恋村	ほにこいむら	144.839622	43.036192
湾月町	わんげつちよう	144.838577	43.032841
梅香町	ばいかちよう	144.849457	43.03299
若竹町	わかたけちよう	144.840668	43.039543
松葉町	まつばちよう	144.845673	43.037216
奔渡村	ぽんとむら	144.867451	43.028318
床潭村	とこたんむら	144.861463	42.999189
末広村	まびろむら	144.906891	42.990036
璃瑠瀾村	りるらんむら	144.938248	43.007784
別寒辺牛村	べかんべうしむら	144.851761	43.203609
真竜村	しんりゆうむら	144.83092	43.057924
苫多村	とまたむら	144.747162	43.028618
太田村	おおたむら	144.721604	43.172554
榊町	さかきまち	145.109222	43.11314
浜中村	はまなかむら	145.121022	43.08125
霧多布村	きりたつぷむら	145.130293	43.078385
琵琶瀬村	びわせむら	145.064078	43.09881
散布村	ちりつぷむら	145.018372	43.03271
後静村	しりしずむら	145.205132	43.191285
根室村	ねむろむら	145.582534	43.330506
本町	ほんちよう	145.578255	43.333792
花咲町	はなさきちよう	145.582814	43.330804
松ヶ枝町	まつがえちよう	145.583029	43.333652
有磯町	ありいそちよう	145.585261	43.33357
鳴海町	なるみちよう	145.586842	43.334562
常盤町	ときわちよう	145.580645	43.330591
緑町	みどりちよう	145.581729	43.334838
弥栄町	やさかえちよう	145.583413	43.333788
弥生町	やよいちよう	145.574714	43.329095
清隆町	きよたかちよう	145.581296	43.329343
平内町	へいないちよう	145.579777	43.32771
定基町	さだもとちよう	145.579997	43.326697
松本町	まつもとちよう	145.575571	43.327443
光和町	こうわちよう	145.572842	43.325546
千島町	ちしまちよう	145.587794	43.338168
琴平町	ことひらちよう	145.58904	43.337891
汐見町	しおみちよう	145.590439	43.339153
弁天町	べんてんちよう	145.590439	43.339153
穂香村	ほにおいむら	145.535202	43.307716
幌茂尻村	ほろもしりむら	145.512276	43.283266
厚別村	あつうしべつむら	145.310103	43.252674
落石村	おちいしむら	145.443558	43.196948
昆布盛村	こんぶもりむら	145.532822	43.226978
花咲村	はなさきむら	145.584091	43.289494
友知村	ともしりむら	145.619532	43.320051
沖根婦村	おきねつぷむら	145.687149	43.340027
沖根辺村	おきねべむら	145.708488	43.336809
婦羅理村	ふらりむら	145.729828	43.333591
歯舞村	はぼまいむら	145.729828	43.333591
珸瑶瑁村	ごようまいむら	145.943865	43.431557
和田村	わだむら	145.540077	43.274305
厚別村	あつうしべつむら	145.15203	43.314234
走古潭村	あしりこたんむら	145.324921	43.334248
西別村	にしべつむら	145.137863	43.373033
別海村	べつかいむら	145.091945	43.366098
平糸村	ひらいとむら	144.931058	43.452593
野付村	のつけむら	145.3237	43.582287
標津村	しべつむら	145.104874	43.645601
茶志骨村	ちやしこつむら	145.116287	43.632863
伊茶仁村	いちやにむら	145.088333	43.68025
